self_employed,sought_treatment,employer_benefits,employer_takes_seriously,fear_negative_consequences,work_interference,remote_work,gender,age,country,year,productivity_affected,has_mental_health_disorder,tech_role
No,Yes,Don't Know,,,,,Female,38.0,United States of America,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,47.0,United Kingdom,2017,,Uncertain,1.0
No,Yes,Don't Know,,,,,Male,64.0,United Kingdom,2017,,Yes,1.0
No,Yes,No,,,,,Male,28.0,Canada,2017,,Yes,0.0
Yes,Yes,,,,,,Male,45.0,United States of America,2017,Yes,Uncertain,
No,No,Yes,,,,,Male,37.0,United Kingdom,2017,,No,1.0
No,Yes,Yes,,,,,Female,30.0,United Kingdom,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,25.0,United Kingdom,2017,,No,1.0
No,No,No,,,,,Female,25.0,United Kingdom,2017,,Yes,1.0
Yes,Yes,,,,,,Female,54.0,United States of America,2017,Yes,Yes,
No,Yes,Yes,,,,,Male,61.0,United Kingdom,2017,,Yes,0.0
No,No,No,,,,,Male,26.0,India,2017,,No,1.0
No,Yes,Yes,,,,,Female,44.0,United States of America,2017,,Yes,1.0
No,Yes,No,,,,,Male,26.0,Portugal,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,26.0,Portugal,2017,,Yes,1.0
No,Yes,Don't Know,,,,,Female,35.0,United States of America,2017,,No,1.0
No,No,Yes,,,,,Male,45.0,United States of America,2017,,No,1.0
No,No,Don't Know,,,,,Male,23.0,United States of America,2017,,No,1.0
No,No,Yes,,,,,Male,44.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Male,38.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Male,46.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Other,27.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,39.0,United States of America,2017,,Yes,1.0
No,Yes,Don't Know,,,,,Female,33.0,United States of America,2017,,Uncertain,1.0
Yes,Yes,,,,,,Female,38.0,United States of America,2017,Yes,Yes,
No,No,Not Eligible,,,,,Male,35.0,United Kingdom,2017,,No,1.0
No,Yes,No,,,,,Male,32.0,Czech Republic,2017,,Yes,1.0
No,No,Yes,,,,,Female,26.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Other,50.0,United States of America,2017,,Yes,1.0
No,Yes,Don't Know,,,,,Male,31.0,United States of America,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,46.0,Romania,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Male,30.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,30.0,United States of America,2017,,Yes,1.0
No,Yes,No,,,,,Male,34.0,Germany,2017,,Yes,1.0
No,No,Yes,,,,,Male,42.0,United Kingdom,2017,,No,0.0
No,Yes,Yes,,,,,Female,24.0,United States of America,2017,,Yes,1.0
Yes,Yes,,,,,,Male,30.0,United States of America,2017,Yes,Yes,
No,No,Yes,,,,,Male,23.0,Canada,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Female,31.0,United States of America,2017,,Yes,1.0
No,No,No,,,,,Male,31.0,Finland,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Female,27.0,United States of America,2017,,Yes,1.0
Yes,No,,,,,,Male,26.0,Pakistan,2017,Unsure,No,
No,No,Yes,,,,,Female,52.0,United States of America,2017,,No,1.0
Yes,No,,,,,,Male,28.0,Belgium,2017,Yes,Uncertain,
No,No,No,,,,,Male,37.0,United States of America,2017,,Uncertain,1.0
No,No,No,,,,,Male,37.0,Canada,2017,,No,1.0
No,Yes,Yes,,,,,Male,38.0,United States of America,2017,,Yes,1.0
Yes,Yes,,,,,,Female,57.0,United States of America,2017,Yes,Yes,
No,Yes,Yes,,,,,Male,34.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,38.0,Germany,2017,,No,1.0
No,Yes,Don't Know,,,,,Male,30.0,United States of America,2017,,Uncertain,1.0
No,No,Yes,,,,,Male,52.0,United States of America,2017,,Uncertain,1.0
Yes,Yes,,,,,,Female,31.0,United States of America,2017,Yes,Yes,
Yes,No,,,,,,Male,29.0,Germany,2017,Yes,No,
No,No,Don't Know,,,,,Female,26.0,United Kingdom,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Female,29.0,United States of America,2017,,Yes,0.0
No,Yes,Yes,,,,,Male,44.0,United States of America,2017,,Yes,1.0
Yes,No,,,,,,Other,18.0,Canada,2017,Unsure,Uncertain,
No,Yes,Not Eligible,,,,,Male,42.0,Australia,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,30.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Male,29.0,United States of America,2017,,Yes,0.0
No,Yes,Yes,,,,,Female,27.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,39.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,40.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Female,36.0,United States of America,2017,,Uncertain,1.0
Yes,No,,,,,,Female,48.0,United States of America,2017,No,Uncertain,
No,No,Yes,,,,,Male,43.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Male,38.0,United States of America,2017,,Yes,1.0
No,Yes,Don't Know,,,,,Male,42.0,United States of America,2017,,No,1.0
No,Yes,No,,,,,Male,46.0,United Kingdom,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,30.0,United States of America,2017,,Yes,0.0
No,Yes,No,,,,,Male,25.0,United Kingdom,2017,,Yes,1.0
No,No,Yes,,,,,,28.0,Canada,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Female,24.0,Germany,2017,,Uncertain,1.0
No,No,Don't Know,,,,,Male,26.0,United Kingdom,2017,,No,1.0
No,Yes,Yes,,,,,Other,43.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,25.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Male,34.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Female,28.0,United States of America,2017,,No,1.0
No,Yes,No,,,,,Male,27.0,South Africa,2017,,Yes,1.0
No,No,No,,,,,Male,22.0,India,2017,,Uncertain,1.0
No,No,Don't Know,,,,,Female,24.0,Romania,2017,,No,1.0
Yes,No,,,,,,Female,33.0,Pakistan,2017,Yes,Yes,
Yes,Yes,,,,,,Male,41.0,Germany,2017,No,Uncertain,
No,No,No,,,,,Female,26.0,United Kingdom,2017,,Uncertain,1.0
Yes,Yes,,,,,,Male,39.0,United States of America,2017,Yes,Yes,
No,No,Don't Know,,,,,Male,24.0,United States of America,2017,,Uncertain,1.0
No,Yes,Don't Know,,,,,Male,54.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,47.0,United States of America,2017,,Yes,1.0
No,No,No,,,,,Male,33.0,Sweden,2017,,No,1.0
No,Yes,Yes,,,,,,30.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,48.0,United States of America,2017,,Uncertain,1.0
No,Yes,Don't Know,,,,,Male,35.0,United States of America,2017,,Uncertain,1.0
No,No,Don't Know,,,,,Male,34.0,United States of America,2017,,No,1.0
Yes,No,,,,,,Male,31.0,Serbia,2017,Not applicable to me,No,
No,No,Yes,,,,,Male,25.0,United States of America,2017,,Uncertain,1.0
No,Yes,No,,,,,Male,48.0,Spain,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,34.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,42.0,United States of America,2017,,No,1.0
No,Yes,Don't Know,,,,,Male,27.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,33.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Female,27.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Male,48.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Female,32.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,29.0,United States of America,2017,,Yes,1.0
Yes,Yes,,,,,,Female,36.0,United States of America,2017,Yes,Yes,
Yes,Yes,,,,,,Female,29.0,United Kingdom,2017,Yes,Yes,
No,No,Don't Know,,,,,Female,23.0,Canada,2017,,Uncertain,1.0
No,No,Yes,,,,,Female,50.0,United States of America,2017,,Uncertain,1.0
Yes,No,,,,,,Female,24.0,Jordan,2017,No,No,
No,No,No,,,,,Female,29.0,Hungary,2017,,No,1.0
No,No,Yes,,,,,Female,42.0,United States of America,2017,,Uncertain,1.0
Yes,Yes,,,,,,Male,35.0,Australia,2017,Yes,Uncertain,
No,No,Don't Know,,,,,Male,22.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Female,39.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Other,29.0,Canada,2017,,Uncertain,1.0
Yes,No,,,,,,Male,20.0,India,2017,Not applicable to me,No,
No,Yes,Not Eligible,,,,,Female,36.0,United Kingdom,2017,,Yes,0.0
No,Yes,Don't Know,,,,,Female,30.0,Croatia,2017,,Yes,1.0
Yes,Yes,,,,,,Male,36.0,United States of America,2017,Yes,No,
No,Yes,No,,,,,Male,31.0,South Africa,2017,,No,1.0
No,Yes,Yes,,,,,Male,28.0,United States of America,2017,,Uncertain,1.0
No,No,Yes,,,,,Other,28.0,United States of America,2017,,No,1.0
No,Yes,Don't Know,,,,,Female,25.0,United States of America,2017,,Yes,1.0
No,Yes,Don't Know,,,,,Male,30.0,Bulgaria,2017,,Uncertain,1.0
Yes,Yes,,,,,,Male,45.0,New Zealand,2017,Yes,No,
No,No,Don't Know,,,,,Male,31.0,Italy,2017,,No,1.0
No,No,No,,,,,Male,36.0,Romania,2017,,No,1.0
No,No,Don't Know,,,,,Male,37.0,Argentina,2017,,No,1.0
No,No,Yes,,,,,Male,37.0,United States of America,2017,,No,1.0
Yes,Yes,,,,,,Male,28.0,Russia,2017,Yes,No,
No,Yes,Not Eligible,,,,,Male,37.0,Spain,2017,,No,1.0
No,No,No,,,,,Male,37.0,Bulgaria,2017,,Uncertain,1.0
Yes,Yes,,,,,,Male,64.0,Australia,2017,Yes,Yes,
Yes,Yes,,,,,,Female,34.0,Germany,2017,Unsure,No,
Yes,Yes,,,,,,Male,34.0,Greece,2017,Yes,Uncertain,
Yes,No,,,,,,Male,36.0,Spain,2017,Yes,No,
Yes,No,,,,,,Male,26.0,Brazil,2017,Unsure,No,
No,No,Don't Know,,,,,Male,33.0,Hungary,2017,,Uncertain,1.0
No,No,Yes,,,,,Female,47.0,United States of America,2017,,No,1.0
No,Yes,Don't Know,,,,,Female,24.0,United States of America,2017,,Uncertain,0.0
No,Yes,Yes,,,,,Male,26.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,37.0,Australia,2017,,No,1.0
No,Yes,Yes,,,,,Male,29.0,United States of America,2017,,Yes,1.0
No,Yes,Don't Know,,,,,Female,33.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,44.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,34.0,United States of America,2017,,No,1.0
No,No,Yes,,,,,Male,35.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Other,32.0,United States of America,2017,,Yes,1.0
Yes,Yes,,,,,,,23.0,Canada,2017,Yes,Yes,
No,No,Yes,,,,,Male,31.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Male,30.0,United States of America,2017,,Yes,1.0
Yes,No,,,,,,Other,42.0,United Kingdom,2017,Not applicable to me,No,
No,Yes,Don't Know,,,,,Other,26.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,29.0,Germany,2017,,No,1.0
No,No,Yes,,,,,Male,35.0,United States of America,2017,,Uncertain,1.0
Yes,No,,,,,,Male,31.0,Spain,2017,No,No,
No,No,Don't Know,,,,,Other,26.0,United States of America,2017,,No,1.0
No,Yes,Don't Know,,,,,Male,30.0,United States of America,2017,,Uncertain,1.0
No,No,Yes,,,,,Male,39.0,United States of America,2017,,Uncertain,1.0
No,No,No,,,,,Male,29.0,Spain,2017,,Uncertain,1.0
No,No,No,,,,,Male,27.0,Spain,2017,,No,1.0
No,No,No,,,,,Male,29.0,Spain,2017,,Uncertain,1.0
No,No,No,,,,,Male,43.0,Spain,2017,,No,1.0
No,No,No,,,,,Male,31.0,Spain,2017,,Uncertain,1.0
No,No,No,,,,,Female,27.0,Spain,2017,,Uncertain,1.0
No,No,Yes,,,,,Male,36.0,Greece,2017,,No,1.0
No,Yes,Yes,,,,,Female,44.0,United States of America,2017,,No,0.0
No,No,Yes,,,,,Male,44.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Female,27.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,42.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,28.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,43.0,United States of America,2017,,Yes,1.0
Yes,Yes,,,,,,Female,28.0,Canada,2017,Yes,Yes,
No,Yes,Yes,,,,,Female,49.0,United States of America,2017,,Yes,1.0
No,Yes,Don't Know,,,,,Male,32.0,France,2017,,Uncertain,1.0
No,No,Don't Know,,,,,Male,33.0,United States of America,2017,,Uncertain,1.0
No,No,No,,,,,Male,45.0,United States of America,2017,,Uncertain,0.0
No,Yes,Don't Know,,,,,Female,25.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,42.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Male,25.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Female,25.0,United States of America,2017,,Uncertain,1.0
No,No,Yes,,,,,Female,31.0,Ireland,2017,,No,0.0
No,No,Yes,,,,,Female,22.0,United States of America,2017,,No,1.0
Yes,Yes,,,,,,Female,33.0,United States of America,2017,Yes,Yes,
No,No,No,,,,,Male,40.0,India,2017,,Yes,1.0
No,Yes,Don't Know,,,,,Male,28.0,United States of America,2017,,Uncertain,1.0
No,No,Don't Know,,,,,Male,37.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Male,35.0,Canada,2017,,Yes,1.0
Yes,Yes,,,,,,Male,47.0,United States of America,2017,Yes,Yes,
No,No,Don't Know,,,,,Male,20.0,United Kingdom,2017,,Uncertain,1.0
No,No,Yes,,,,,Female,27.0,Spain,2017,,No,0.0
No,No,Yes,,,,,Female,62.0,United States of America,2017,,No,1.0
Yes,No,,,,,,Male,42.0,United States of America,2017,Yes,No,
Yes,Yes,,,,,,Male,35.0,United States of America,2017,Yes,Yes,
No,No,Don't Know,,,,,Male,29.0,Germany,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Male,37.0,United Kingdom,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,51.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,60.0,United States of America,2017,,No,1.0
Yes,Yes,,,,,,Female,30.0,United States of America,2017,Yes,Yes,
No,No,Yes,,,,,Female,36.0,United States of America,2017,,Yes,0.0
No,Yes,Don't Know,,,,,Male,38.0,United States of America,2017,,Uncertain,1.0
No,Yes,Don't Know,,,,,Female,30.0,Mexico,2017,,Uncertain,1.0
No,Yes,Don't Know,,,,,Male,35.0,United Kingdom,2017,,Yes,0.0
Yes,Yes,,,,,,Female,50.0,United Kingdom,2017,Yes,No,
No,Yes,Yes,,,,,Male,41.0,United Kingdom,2017,,No,1.0
Yes,Yes,,,,,,Female,58.0,United States of America,2017,Yes,Yes,
No,Yes,Don't Know,,,,,Male,27.0,United States of America,2017,,Yes,1.0
No,Yes,No,,,,,Male,53.0,Switzerland,2017,,No,1.0
No,No,Yes,,,,,Female,42.0,United States of America,2017,,Uncertain,1.0
No,No,No,,,,,Male,33.0,Germany,2017,,No,1.0
No,Yes,Yes,,,,,Other,25.0,United States of America,2017,,Yes,0.0
No,Yes,Don't Know,,,,,Male,40.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Other,25.0,United States of America,2017,,Yes,1.0
No,No,Don't Know,,,,,Female,49.0,United States of America,2017,,No,1.0
No,Yes,No,,,,,Female,44.0,United States of America,2017,,Yes,1.0
No,Yes,Don't Know,,,,,Male,30.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Male,28.0,United States of America,2017,,Uncertain,0.0
No,Yes,Yes,,,,,Male,26.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Male,31.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,32.0,United States of America,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,24.0,United States of America,2017,,Uncertain,1.0
No,No,Don't Know,,,,,Male,34.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Female,31.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Male,47.0,United States of America,2017,,No,1.0
No,No,Yes,,,,,Male,59.0,United States of America,2017,,No,1.0
No,Yes,Don't Know,,,,,Male,44.0,United States of America,2017,,Yes,1.0
No,No,No,,,,,Male,26.0,United States of America,2017,,No,1.0
Yes,Yes,,,,,,Male,43.0,United States of America,2017,Yes,Yes,
Yes,No,,,,,,Male,39.0,United Kingdom,2017,Yes,Uncertain,
No,No,Don't Know,,,,,Male,43.0,United States of America,2017,,Uncertain,1.0
Yes,Yes,,,,,,Male,40.0,United Kingdom,2017,Yes,Yes,
No,No,Don't Know,,,,,Male,22.0,Germany,2017,,Uncertain,1.0
No,No,Not Eligible,,,,,Male,24.0,Netherlands,2017,,Yes,1.0
No,Yes,Don't Know,,,,,Male,35.0,United States of America,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,40.0,United States of America,2017,,No,0.0
Yes,Yes,,,,,,Male,26.0,Canada,2017,Yes,Uncertain,
Yes,Yes,,,,,,Male,23.0,Brazil,2017,Yes,Yes,
No,Yes,Don't Know,,,,,Male,30.0,United States of America,2017,,No,1.0
No,No,Yes,,,,,Male,37.0,United States of America,2017,,Uncertain,1.0
No,Yes,No,,,,,Male,27.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,42.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Male,49.0,United States of America,2017,,Uncertain,0.0
No,Yes,Yes,,,,,Male,40.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,26.0,United States of America,2017,,Yes,0.0
No,Yes,Yes,,,,,Male,29.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Female,39.0,United States of America,2017,,No,0.0
No,Yes,Yes,,,,,Male,40.0,United States of America,2017,,Yes,1.0
No,No,No,,,,,Male,23.0,Ukraine,2017,,Uncertain,1.0
No,No,Don't Know,,,,,Male,50.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Male,35.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,24.0,Mexico,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Female,35.0,United States of America,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,36.0,United States of America,2017,,No,1.0
No,No,Yes,,,,,Female,50.0,United States of America,2017,,No,0.0
No,No,Don't Know,,,,,Female,47.0,United States of America,2017,,No,1.0
No,No,Yes,,,,,Male,30.0,United States of America,2017,,No,0.0
No,Yes,Yes,,,,,Male,30.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,32.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,,38.0,United States of America,2017,,Yes,0.0
No,Yes,Don't Know,,,,,Male,38.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,38.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Female,26.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Female,45.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Female,37.0,United States of America,2017,,Uncertain,1.0
No,Yes,Don't Know,,,,,Female,24.0,United States of America,2017,,Yes,0.0
No,Yes,Yes,,,,,Female,33.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Female,35.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Male,44.0,United States of America,2017,,No,1.0
No,Yes,Don't Know,,,,,Female,27.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Male,33.0,United States of America,2017,,No,0.0
No,No,Don't Know,,,,,Female,28.0,United States of America,2017,,No,0.0
No,Yes,Yes,,,,,Male,35.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,23.0,United States of America,2017,,Yes,1.0
Yes,Yes,,,,,,Male,53.0,Australia,2017,Yes,Yes,
No,Yes,Yes,,,,,Male,32.0,Netherlands,2017,,Yes,1.0
Yes,Yes,,,,,,Male,24.0,Germany,2017,Yes,No,
No,Yes,Yes,,,,,Male,31.0,Sweden,2017,,No,1.0
No,No,No,,,,,Male,33.0,Ireland,2017,,Yes,1.0
No,Yes,No,,,,,Male,37.0,United Kingdom,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,27.0,Switzerland,2017,,No,1.0
No,No,Yes,,,,,Male,31.0,Netherlands,2017,,No,1.0
Yes,No,,,,,,Male,32.0,Ukraine,2017,Yes,Uncertain,
No,Yes,No,,,,,Male,40.0,United Kingdom,2017,,Uncertain,1.0
No,Yes,No,,,,,Male,32.0,Spain,2017,,No,1.0
Yes,Yes,,,,,,Male,31.0,India,2017,Yes,Uncertain,
No,Yes,Yes,,,,,Male,33.0,United States of America,2017,,Yes,1.0
No,Yes,Don't Know,,,,,,21.0,United States of America,2017,,Uncertain,0.0
Yes,Yes,,,,,,Female,67.0,United States of America,2017,Yes,Uncertain,
Yes,Yes,,,,,,Other,35.0,United Kingdom,2017,Yes,Yes,
Yes,No,,,,,,Male,46.0,Ireland,2017,Unsure,No,
No,Yes,Yes,,,,,Male,36.0,United States of America,2017,,Yes,1.0
No,Yes,No,,,,,Female,44.0,Australia,2017,,Yes,1.0
No,No,Yes,,,,,Male,57.0,United States of America,2017,,Uncertain,1.0
No,No,Don't Know,,,,,Female,38.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Female,27.0,United States of America,2017,,Uncertain,1.0
No,Yes,Not Eligible,,,,,Male,26.0,Australia,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,36.0,United States of America,2017,,Uncertain,1.0
No,No,Not Eligible,,,,,Male,30.0,United Kingdom,2017,,No,1.0
No,Yes,Yes,,,,,Male,35.0,United Kingdom,2017,,Yes,1.0
No,No,No,,,,,Male,30.0,Argentina,2017,,Uncertain,1.0
No,No,No,,,,,Male,32.0,New Zealand,2017,,Uncertain,1.0
No,No,Don't Know,,,,,Male,35.0,France,2017,,Uncertain,1.0
No,No,Yes,,,,,Male,33.0,Australia,2017,,No,1.0
No,No,No,,,,,Male,48.0,New Zealand,2017,,No,1.0
No,No,No,,,,,Male,32.0,Netherlands,2017,,No,1.0
No,Yes,Don't Know,,,,,Male,45.0,United Kingdom,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,31.0,Romania,2017,,No,1.0
No,No,Don't Know,,,,,Male,40.0,Spain,2017,,No,1.0
No,No,Don't Know,,,,,Male,37.0,United States of America,2017,,No,1.0
No,No,No,,,,,Male,29.0,Poland,2017,,No,1.0
No,Yes,Yes,,,,,Male,26.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,51.0,United States of America,2017,,Uncertain,0.0
Yes,Yes,,,,,,Male,29.0,Germany,2017,Yes,Yes,
Yes,Yes,,,,,,Male,30.0,United Kingdom,2017,Yes,Yes,
No,No,Yes,,,,,Female,33.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Male,27.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Male,42.0,United States of America,2017,,No,1.0
No,No,Not Eligible,,,,,Male,47.0,Australia,2017,,No,0.0
No,Yes,Not Eligible,,,,,Female,31.0,Netherlands,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,32.0,United Kingdom,2017,,No,1.0
Yes,No,,,,,,Male,60.0,Netherlands,2017,Not applicable to me,No,
No,No,Don't Know,,,,,Male,58.0,Belgium,2017,,No,1.0
Yes,No,,,,,,Male,38.0,Belgium,2017,Yes,No,
No,No,No,,,,,Female,42.0,Spain,2017,,Uncertain,1.0
No,Yes,Don't Know,,,,,Male,41.0,Germany,2017,,Yes,1.0
No,No,Yes,,,,,Male,25.0,India,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Female,31.0,United States of America,2017,,No,1.0
Yes,Yes,,,,,,Male,42.0,Argentina,2017,Not applicable to me,Uncertain,
No,Yes,No,,,,,Male,42.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Male,41.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Other,35.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,24.0,Mexico,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Male,37.0,United States of America,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,32.0,Japan,2017,,Uncertain,1.0
No,No,Yes,,,,,Male,34.0,India,2017,,No,1.0
No,Yes,No,,,,,Male,37.0,Singapore,2017,,No,1.0
Yes,No,,,,,,Male,38.0,France,2017,Not applicable to me,Uncertain,
No,Yes,No,,,,,Male,30.0,United States of America,2017,,Uncertain,1.0
No,No,Don't Know,,,,,Male,27.0,France,2017,,Uncertain,1.0
No,No,Yes,,,,,Female,41.0,United States of America,2017,,No,1.0
No,Yes,Don't Know,,,,,Male,41.0,United States of America,2017,,Uncertain,1.0
No,No,Yes,,,,,Male,39.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Male,42.0,United States of America,2017,,Yes,1.0
No,Yes,Yes,,,,,Female,28.0,United States of America,2017,,Yes,0.0
No,Yes,No,,,,,Male,29.0,United States of America,2017,,Yes,1.0
Yes,Yes,,,,,,Other,41.0,Australia,2017,Yes,Uncertain,
No,Yes,Yes,,,,,Male,46.0,United States of America,2017,,No,1.0
No,No,Yes,,,,,Male,38.0,Spain,2017,,No,1.0
No,No,Yes,,,,,Male,34.0,United States of America,2017,,Uncertain,1.0
No,Yes,Yes,,,,,Male,28.0,Germany,2017,,Yes,1.0
No,Yes,No,,,,,Female,28.0,Netherlands,2017,,Yes,1.0
No,Yes,Yes,,,,,Male,38.0,Germany,2017,,No,1.0
No,Yes,Yes,,,,,Male,33.0,United States of America,2017,,Yes,1.0
No,No,Yes,,,,,Female,38.0,United States of America,2017,,Uncertain,1.0
No,Yes,Don't Know,,,,,Male,48.0,United States of America,2017,,Yes,1.0
No,No,No,,,,,Female,44.0,France,2017,,No,0.0
No,Yes,Yes,,,,,Male,34.0,United States of America,2017,,Uncertain,1.0
No,Yes,No,,,,,Female,29.0,United States of America,2017,,Yes,1.0
No,Yes,No,,,,,Male,39.0,United Kingdom,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,41.0,Slovakia,2017,,Uncertain,1.0
No,No,Yes,,,,,Male,33.0,United States of America,2017,,No,1.0
Yes,No,,,,,,Male,31.0,Germany,2017,Not applicable to me,No,
No,No,Yes,,,,,Male,44.0,France,2017,,Uncertain,1.0
No,Yes,Don't Know,,,,,Female,33.0,United States of America,2017,,Yes,1.0
No,No,Don't Know,,,,,Other,26.0,Austria,2017,,Uncertain,1.0
No,No,Not Eligible,,,,,Male,28.0,South Africa,2017,,No,1.0
No,No,Yes,,,,,Female,32.0,United States of America,2017,,Uncertain,1.0
No,No,Yes,,,,,Female,35.0,Ireland,2017,,No,1.0
No,No,Don't Know,,,,,Male,40.0,France,2017,,No,1.0
No,Yes,Don't Know,,,,,Male,30.0,United States of America,2017,,Yes,1.0
No,No,Don't Know,,,,,Male,34.0,United States of America,2017,,Uncertain,1.0
No,No,Don't Know,,,,,Male,21.0,United States of America,2017,,No,1.0
No,Yes,Yes,,,,,Male,37.0,France,2017,,Yes,1.0
